initial_alias,converted_alias,name,description,namespace
ENSMUSG00000099997,ENSMUSG00000099997,Tubb4b-ps2,"tubulin, beta 4B class IVB, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3723458]","ARRAYEXPRESS,ENSG"
ENSMUSG00000100131,ENSMUSG00000100131,Gm28439,predicted gene 28439 [Source:MGI Symbol;Acc:MGI:5579145],"ARRAYEXPRESS,ENSG"
ENSMUSG00000067736,ENSMUSG00000067736,Gm10222,predicted gene 10222 [Source:MGI Symbol;Acc:MGI:3642643],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101939,ENSMUSG00000101939,Gm28438,predicted gene 28438 [Source:MGI Symbol;Acc:MGI:5579144],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101111,ENSMUSG00000101111,Gm28437,predicted gene 28437 [Source:MGI Symbol;Acc:MGI:5579143],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100862,ENSMUSG00000100862,Gm10925,predicted gene 10925 [Source:MGI Symbol;Acc:MGI:3809095],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102070,ENSMUSG00000102070,Gm28661,predicted gene 28661 [Source:MGI Symbol;Acc:MGI:5579367],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101249,ENSMUSG00000101249,Gm29216,predicted gene 29216 [Source:MGI Symbol;Acc:MGI:5579922],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073725,ENSMUSG00000073725,Lmbrd1,LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033569,ENSMUSG00000033569,Adgrb3,adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101372,ENSMUSG00000101372,Gm19028,"predicted gene, 19028 [Source:MGI Symbol;Acc:MGI:5011213]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086240,ENSMUSG00000086240,Gm7846,predicted gene 7846 [Source:MGI Symbol;Acc:MGI:3645212],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081557,ENSMUSG00000081557,Gm5697,predicted gene 5697 [Source:MGI Symbol;Acc:MGI:3649021],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099492,ENSMUSG00000099492,Gm5525,predicted gene 5525 [Source:MGI Symbol;Acc:MGI:3646042],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101726,ENSMUSG00000101726,Gm7858,predicted gene 7858 [Source:MGI Symbol;Acc:MGI:3644844],"ARRAYEXPRESS,ENSG"
ENSMUSG00000053185,ENSMUSG00000053185,Gm9898,predicted gene 9898 [Source:MGI Symbol;Acc:MGI:3642391],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100261,ENSMUSG00000100261,Gm6473,predicted gene 6473 [Source:MGI Symbol;Acc:MGI:3645176],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048874,ENSMUSG00000048874,Phf3,PHD finger protein 3 [Source:MGI Symbol;Acc:MGI:2446126],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103783,ENSMUSG00000103783,Gm37522,"predicted gene, 37522 [Source:MGI Symbol;Acc:MGI:5610750]","ARRAYEXPRESS,ENSG"
ENSMUSG00000104315,ENSMUSG00000104315,Gm37906,"predicted gene, 37906 [Source:MGI Symbol;Acc:MGI:5611134]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026064,ENSMUSG00000026064,Ptp4a1,protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096],"ARRAYEXPRESS,ENSG"
ENSMUSG00000117310,ENSMUSG00000117310,Ptp4a1,protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086726,ENSMUSG00000086726,Gm9458,predicted gene 9458 [Source:MGI Symbol;Acc:MGI:3779868],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086727,ENSMUSG00000086727,4931428L18Rik,RIKEN cDNA 4931428L18 gene [Source:MGI Symbol;Acc:MGI:1918238],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100237,ENSMUSG00000100237,Gm28644,predicted gene 28644 [Source:MGI Symbol;Acc:MGI:5579350],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100910,ENSMUSG00000100910,Gm29128,predicted gene 29128 [Source:MGI Symbol;Acc:MGI:5579834],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099796,ENSMUSG00000099796,Gm7893,predicted gene 7893 [Source:MGI Symbol;Acc:MGI:3648015],"ARRAYEXPRESS,ENSG"
ENSMUSG00000050217,ENSMUSG00000050217,Lgsn,"lengsin, lens protein with glutamine synthetase domain [Source:MGI Symbol;Acc:MGI:2672844]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026063,ENSMUSG00000026063,Dnaaf6,dynein axonemal assembly factor 6 [Source:MGI Symbol;Acc:MGI:1921958],"ARRAYEXPRESS,ENSG"
ENSMUSG00000070960,ENSMUSG00000070960,Gm19680,"predicted gene, 19680 [Source:MGI Symbol;Acc:MGI:5011865]","ARRAYEXPRESS,ENSG"
ENSMUSG00000104498,ENSMUSG00000104498,Gm37110,"predicted gene, 37110 [Source:MGI Symbol;Acc:MGI:5610338]","ARRAYEXPRESS,ENSG"
ENSMUSG00000100481,ENSMUSG00000100481,Gm7114,predicted gene 7114 [Source:MGI Symbol;Acc:MGI:3643085],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100590,ENSMUSG00000100590,Gm4785,predicted gene 4785 [Source:MGI Symbol;Acc:MGI:3646908],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026134,ENSMUSG00000026134,Prim2,"DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]","ARRAYEXPRESS,ENSG"
ENSMUSG00000101682,ENSMUSG00000101682,Gm29228,predicted gene 29228 [Source:MGI Symbol;Acc:MGI:5579934],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102714,ENSMUSG00000102714,Gm37618,"predicted gene, 37618 [Source:MGI Symbol;Acc:MGI:5610846]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102093,ENSMUSG00000102093,Gm17813,"predicted gene, 17813 [Source:MGI Symbol;Acc:MGI:5009998]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103746,ENSMUSG00000103746,1700001G17Rik,RIKEN cDNA 1700001G17 gene [Source:MGI Symbol;Acc:MGI:1914753],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102198,ENSMUSG00000102198,Gm38173,"predicted gene, 38173 [Source:MGI Symbol;Acc:MGI:5611401]","ARRAYEXPRESS,ENSG"
ENSMUSG00000004768,ENSMUSG00000004768,Rab23,"RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]","ARRAYEXPRESS,ENSG"
ENSMUSG00000042215,ENSMUSG00000042215,Bag2,BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103072,ENSMUSG00000103072,Gm37905,"predicted gene, 37905 [Source:MGI Symbol;Acc:MGI:5611133]","ARRAYEXPRESS,ENSG"
ENSMUSG00000042197,ENSMUSG00000042197,Zfp451,zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081402,ENSMUSG00000081402,Gm15455,predicted gene 15455 [Source:MGI Symbol;Acc:MGI:3705563],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042182,ENSMUSG00000042182,Bend6,BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026131,ENSMUSG00000026131,Dst,dystonin [Source:MGI Symbol;Acc:MGI:104627],"ARRAYEXPRESS,ENSG"
ENSMUSG00000096992,ENSMUSG00000096992,Gm26788,"predicted gene, 26788 [Source:MGI Symbol;Acc:MGI:5477282]","ARRAYEXPRESS,ENSG"
ENSMUSG00000101462,ENSMUSG00000101462,Gm3052,predicted gene 3052 [Source:MGI Symbol;Acc:MGI:3781230],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102336,ENSMUSG00000102336,Gm37233,"predicted gene, 37233 [Source:MGI Symbol;Acc:MGI:5610461]","ARRAYEXPRESS,ENSG"
ENSMUSG00000042111,ENSMUSG00000042111,Ccdc115,coiled-coil domain containing 115 [Source:MGI Symbol;Acc:MGI:1916918],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101711,ENSMUSG00000101711,Gm28306,predicted gene 28306 [Source:MGI Symbol;Acc:MGI:5579012],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026127,ENSMUSG00000026127,Imp4,"IMP4, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:106572]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026126,ENSMUSG00000026126,Ptpn18,"protein tyrosine phosphatase, non-receptor type 18 [Source:MGI Symbol;Acc:MGI:108410]","ARRAYEXPRESS,ENSG"
ENSMUSG00000100280,ENSMUSG00000100280,Gm28417,predicted gene 28417 [Source:MGI Symbol;Acc:MGI:5579123],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101223,ENSMUSG00000101223,4930568A12Rik,RIKEN cDNA 4930568A12 gene [Source:MGI Symbol;Acc:MGI:1923133],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026124,ENSMUSG00000026124,Cfc1,"cripto, FRL-1, cryptic family 1 [Source:MGI Symbol;Acc:MGI:109448]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037529,ENSMUSG00000037529,Prss40,"protease, serine 40 [Source:MGI Symbol;Acc:MGI:1270857]","ARRAYEXPRESS,ENSG"
ENSMUSG00000045174,ENSMUSG00000045174,Amer3,APC membrane recruitment 3 [Source:MGI Symbol;Acc:MGI:3026939],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104098,ENSMUSG00000104098,AA619741,expressed sequence AA619741 [Source:MGI Symbol;Acc:MGI:3035322],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037509,ENSMUSG00000037509,Arhgef4,Rho guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:2442507],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102537,ENSMUSG00000102537,Gm37224,"predicted gene, 37224 [Source:MGI Symbol;Acc:MGI:5610452]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102612,ENSMUSG00000102612,Gm37845,"predicted gene, 37845 [Source:MGI Symbol;Acc:MGI:5611073]","ARRAYEXPRESS,ENSG"
ENSMUSG00000104002,ENSMUSG00000104002,Gm38336,"predicted gene, 38336 [Source:MGI Symbol;Acc:MGI:5611564]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037503,ENSMUSG00000037503,Fam168b,"family with sequence similarity 168, member B [Source:MGI Symbol;Acc:MGI:2448487]","ARRAYEXPRESS,ENSG"
ENSMUSG00000104358,ENSMUSG00000104358,Gm37127,"predicted gene, 37127 [Source:MGI Symbol;Acc:MGI:5610355]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026123,ENSMUSG00000026123,Plekhb2,"pleckstrin homology domain containing, family B (evectins) member 2 [Source:MGI Symbol;Acc:MGI:2385825]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103548,ENSMUSG00000103548,Gm37670,"predicted gene, 37670 [Source:MGI Symbol;Acc:MGI:5610898]","ARRAYEXPRESS,ENSG"
ENSMUSG00000104417,ENSMUSG00000104417,Gm37068,"predicted gene, 37068 [Source:MGI Symbol;Acc:MGI:5610296]","ARRAYEXPRESS,ENSG"
ENSMUSG00000101714,ENSMUSG00000101714,Gm28415,predicted gene 28415 [Source:MGI Symbol;Acc:MGI:5579121],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102531,ENSMUSG00000102531,1110002O04Rik,RIKEN cDNA 1110002O04 gene [Source:MGI Symbol;Acc:MGI:1915733],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102279,ENSMUSG00000102279,Gm37146,"predicted gene, 37146 [Source:MGI Symbol;Acc:MGI:5610374]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103708,ENSMUSG00000103708,Gm33222,"predicted gene, 33222 [Source:MGI Symbol;Acc:MGI:5592381]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102434,ENSMUSG00000102434,Gm38049,"predicted gene, 38049 [Source:MGI Symbol;Acc:MGI:5611277]","ARRAYEXPRESS,ENSG"
ENSMUSG00000045216,ENSMUSG00000045216,Hs6st1,heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102202,ENSMUSG00000102202,Gm33280,"predicted gene, 33280 [Source:MGI Symbol;Acc:MGI:5592439]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037470,ENSMUSG00000037470,Uggt1,UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443162],"ARRAYEXPRESS,ENSG"
ENSMUSG00000047180,ENSMUSG00000047180,Neurl3,neuralized E3 ubiquitin protein ligase 3 [Source:MGI Symbol;Acc:MGI:2429944],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037447,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol;Acc:MGI:2443039],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102762,ENSMUSG00000102762,4930403P22Rik,RIKEN cDNA 4930403P22 gene [Source:MGI Symbol;Acc:MGI:1921057],"ARRAYEXPRESS,ENSG"
ENSMUSG00000010453,ENSMUSG00000010453,Kansl3,KAT8 regulatory NSL complex subunit 3 [Source:MGI Symbol;Acc:MGI:1918055],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037432,ENSMUSG00000037432,Fer1l5,fer-1-like 5 (C. elegans) [Source:MGI Symbol;Acc:MGI:3616091],"ARRAYEXPRESS,ENSG"
ENSMUSG00000001143,ENSMUSG00000001143,Lman2l,"lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037408,ENSMUSG00000037408,Cnnm4,cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104316,ENSMUSG00000104316,Gm37909,"predicted gene, 37909 [Source:MGI Symbol;Acc:MGI:5611137]","ARRAYEXPRESS,ENSG"
ENSMUSG00000001138,ENSMUSG00000001138,Cnnm3,cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055],"ARRAYEXPRESS,ENSG"
ENSMUSG00000067653,ENSMUSG00000067653,Ankrd23,ankyrin repeat domain 23 [Source:MGI Symbol;Acc:MGI:1925571],"ARRAYEXPRESS,ENSG"
ENSMUSG00000079610,ENSMUSG00000079610,Ankrd39,ankyrin repeat domain 39 [Source:MGI Symbol;Acc:MGI:1914816],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026121,ENSMUSG00000026121,Sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:MGI Symbol;Acc:MGI:109252]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087589,ENSMUSG00000087589,D430040D24Rik,RIKEN cDNA D430040D24 gene [Source:MGI Symbol;Acc:MGI:2442526],"ARRAYEXPRESS,ENSG"
ENSMUSG00000046337,ENSMUSG00000046337,Fam178b,"family with sequence similarity 178, member B [Source:MGI Symbol;Acc:MGI:3026913]","ARRAYEXPRESS,ENSG"
ENSMUSG00000089906,ENSMUSG00000089906,Gm6428,predicted pseudogene 6428 [Source:MGI Symbol;Acc:MGI:3649065],"ARRAYEXPRESS,ENSG"
ENSMUSG00000061518,ENSMUSG00000061518,Cox5b,cytochrome c oxidase subunit 5B [Source:MGI Symbol;Acc:MGI:88475],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037351,ENSMUSG00000037351,Actr1b,"ARP1 actin-related protein 1B, centractin beta [Source:MGI Symbol;Acc:MGI:1917446]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102416,ENSMUSG00000102416,4933424G06Rik,RIKEN cDNA 4933424G06 gene [Source:MGI Symbol;Acc:MGI:1918416],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104237,ENSMUSG00000104237,Gm33533,"predicted gene, 33533 [Source:MGI Symbol;Acc:MGI:5592692]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026117,ENSMUSG00000026117,Zap70,zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026116,ENSMUSG00000026116,Tmem131,transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103016,ENSMUSG00000103016,Gm37506,"predicted gene, 37506 [Source:MGI Symbol;Acc:MGI:5610734]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103159,ENSMUSG00000103159,F830112A20Rik,RIKEN cDNA F830112A20 gene [Source:MGI Symbol;Acc:MGI:3641781],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080054,ENSMUSG00000080054,Rpl12-ps1,"ribosomal protein L12, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3646154]","ARRAYEXPRESS,ENSG"
ENSMUSG00000050122,ENSMUSG00000050122,Vwa3b,von Willebrand factor A domain containing 3B [Source:MGI Symbol;Acc:MGI:1918103],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103603,ENSMUSG00000103603,Gm37020,"predicted gene, 37020 [Source:MGI Symbol;Acc:MGI:5610248]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026114,ENSMUSG00000026114,Cnga3,cyclic nucleotide gated channel alpha 3 [Source:MGI Symbol;Acc:MGI:1341818],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026113,ENSMUSG00000026113,Inpp4a,"inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086064,ENSMUSG00000086064,4930439A04Rik,RIKEN cDNA 4930439A04 gene [Source:MGI Symbol;Acc:MGI:1925369],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026112,ENSMUSG00000026112,Coa5,cytochrome C oxidase assembly factor 5 [Source:MGI Symbol;Acc:MGI:1923428],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026111,ENSMUSG00000026111,Unc50,unc-50 homolog [Source:MGI Symbol;Acc:MGI:1914637],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026110,ENSMUSG00000026110,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103948,ENSMUSG00000103948,4930594C11Rik,RIKEN cDNA 4930594C11 gene [Source:MGI Symbol;Acc:MGI:1924883],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026090,ENSMUSG00000026090,Cracdl,capping protein inhibiting regulator of actin like [Source:MGI Symbol;Acc:MGI:1919347],"ARRAYEXPRESS,ENSG"
ENSMUSG00000089767,ENSMUSG00000089767,4930556I23Rik,RIKEN cDNA 4930556I23 gene [Source:MGI Symbol;Acc:MGI:1922520],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104365,ENSMUSG00000104365,4930470B04Rik,RIKEN cDNA 4930470B04 gene [Source:MGI Symbol;Acc:MGI:1923057],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102650,ENSMUSG00000102650,Gm19863,"predicted gene, 19863 [Source:MGI Symbol;Acc:MGI:5012048]","ARRAYEXPRESS,ENSG"
ENSMUSG00000060771,ENSMUSG00000060771,Tsga10,testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097268,ENSMUSG00000097268,Gm26805,"predicted gene, 26805 [Source:MGI Symbol;Acc:MGI:5477299]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037216,ENSMUSG00000037216,Lipt1,lipoyltransferase 1 [Source:MGI Symbol;Acc:MGI:3645211],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026088,ENSMUSG00000026088,Mitd1,"MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026087,ENSMUSG00000026087,Mrpl30,mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820],"ARRAYEXPRESS,ENSG"
ENSMUSG00000061584,ENSMUSG00000061584,Lyg2,lysozyme G-like 2 [Source:MGI Symbol;Acc:MGI:2685622],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058407,ENSMUSG00000058407,Txndc9,thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026083,ENSMUSG00000026083,Eif5b,eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026082,ENSMUSG00000026082,Rev1,"REV1, DNA directed polymerase [Source:MGI Symbol;Acc:MGI:1929074]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103804,ENSMUSG00000103804,Gm37062,"predicted gene, 37062 [Source:MGI Symbol;Acc:MGI:5610290]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102716,ENSMUSG00000102716,Gm5099,predicted gene 5099 [Source:MGI Symbol;Acc:MGI:3644917],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037138,ENSMUSG00000037138,Aff3,"AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085391,ENSMUSG00000085391,Gm16150,predicted gene 16150 [Source:MGI Symbol;Acc:MGI:3801827],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026080,ENSMUSG00000026080,Chst10,carbohydrate sulfotransferase 10 [Source:MGI Symbol;Acc:MGI:2138283],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026078,ENSMUSG00000026078,Pdcl3,phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103046,ENSMUSG00000103046,Gm37309,"predicted gene, 37309 [Source:MGI Symbol;Acc:MGI:5610537]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026077,ENSMUSG00000026077,Npas2,neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232],"ARRAYEXPRESS,ENSG"
ENSMUSG00000092553,ENSMUSG00000092553,Gm20428,predicted gene 20428 [Source:MGI Symbol;Acc:MGI:5141893],"ARRAYEXPRESS,ENSG"
ENSMUSG00000092563,ENSMUSG00000092563,Gm3617,predicted gene 3617 [Source:MGI Symbol;Acc:MGI:3781793],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073702,ENSMUSG00000073702,Rpl31,ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003134,ENSMUSG00000003134,Tbc1d8,"TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]","ARRAYEXPRESS,ENSG"
ENSMUSG00000003135,ENSMUSG00000003135,Cnot11,"CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085894,ENSMUSG00000085894,Gm15832,predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078],"ARRAYEXPRESS,ENSG"
ENSMUSG00000077704,ENSMUSG00000077704,Snord89,"small nucleolar RNA, C/D box 89 [Source:MGI Symbol;Acc:MGI:3819562]","ARRAYEXPRESS,ENSG"
ENSMUSG00000048234,ENSMUSG00000048234,Rnf149,ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438],"ARRAYEXPRESS,ENSG"
ENSMUSG00000064936,ENSMUSG00000064936,Gm23722,"predicted gene, 23722 [Source:MGI Symbol;Acc:MGI:5453499]","ARRAYEXPRESS,ENSG"
ENSMUSG00000050967,ENSMUSG00000050967,Creg2,cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097083,ENSMUSG00000097083,D930019O06Rik,RIKEN cDNA D930019O06 [Source:MGI Symbol;Acc:MGI:3043219],"ARRAYEXPRESS,ENSG"
ENSMUSG00000057173,ENSMUSG00000057173,Rfx8,regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101634,ENSMUSG00000101634,1700066B17Rik,RIKEN cDNA 1700066B17 gene [Source:MGI Symbol;Acc:MGI:1920676],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026074,ENSMUSG00000026074,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102985,ENSMUSG00000102985,4930456G14Rik,RIKEN cDNA 4930456G14 gene [Source:MGI Symbol;Acc:MGI:1921928],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026073,ENSMUSG00000026073,Il1r2,"interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]","ARRAYEXPRESS,ENSG"
ENSMUSG00000097899,ENSMUSG00000097899,Gm16894,"predicted gene, 16894 [Source:MGI Symbol;Acc:MGI:4439818]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026072,ENSMUSG00000026072,Il1r1,"interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103560,ENSMUSG00000103560,Gm38070,"predicted gene, 38070 [Source:MGI Symbol;Acc:MGI:5611298]","ARRAYEXPRESS,ENSG"
ENSMUSG00000070942,ENSMUSG00000070942,Il1rl2,interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103230,ENSMUSG00000103230,Gm17970,"predicted gene, 17970 [Source:MGI Symbol;Acc:MGI:5010155]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026069,ENSMUSG00000026069,Il1rl1,interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026070,ENSMUSG00000026070,Il18r1,interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026068,ENSMUSG00000026068,Il18rap,interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026065,ENSMUSG00000026065,Slc9a4,"solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102676,ENSMUSG00000102676,Gm37435,"predicted gene, 37435 [Source:MGI Symbol;Acc:MGI:5610663]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026062,ENSMUSG00000026062,Slc9a2,"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103270,ENSMUSG00000103270,Gm37915,"predicted gene, 37915 [Source:MGI Symbol;Acc:MGI:5611143]","ARRAYEXPRESS,ENSG"
ENSMUSG00000041945,ENSMUSG00000041945,Mfsd9,major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548],"ARRAYEXPRESS,ENSG"
ENSMUSG00000079588,ENSMUSG00000079588,Tmem182,transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725],"ARRAYEXPRESS,ENSG"
